2020/01/28 03:57:19 , mutex1, 1
2020/01/28 03:57:47 , mutex1, 1
2020/01/28 03:58:07 , mutex1, 1
2020/01/28 03:58:27 , mutex1, 1
2020/01/28 03:58:33 , mutex1, 1
2020/01/28 03:58:57 , mutex1, 1
2020/01/28 03:59:07 , mutex1, 1
2020/01/28 03:59:27 , mutex1, 1
2020/01/28 03:59:47 , mutex1, 1
2020/01/28 03:59:55 , mutex1, 1
2020/01/28 04:00:17 , mutex1, 1
2020/01/28 04:00:25 , mutex1, 1
2020/01/28 04:00:55 , mutex1, 1
2020/01/28 04:01:03 , mutex1, 1
2020/01/28 04:01:23 , mutex1, 1
2020/01/28 04:01:33 , mutex1, 1
2020/01/28 04:01:45 , mutex1, 1
2020/01/28 04:01:53 , mutex1, 1
2020/01/28 04:02:05 , mutex1, 1
2020/01/28 04:02:13 , mutex1, 1
2020/01/28 04:02:25 , mutex1, 1
2020/01/28 04:02:43 , mutex1, 1
2020/01/28 04:03:03 , mutex1, 1
2020/01/28 04:03:23 , mutex1, 1
2020/01/28 04:03:53 , mutex1, 1
2020/01/28 04:04:13 , mutex1, 1
2020/01/28 04:04:43 , mutex1, 1
2020/01/28 04:05:03 , mutex1, 1
2020/01/28 04:05:51 , mutex1, 1
2020/01/28 04:05:57 , mutex1, 1
2020/01/28 04:06:17 , mutex1, 1
2020/01/28 04:06:27 , mutex1, 1
2020/01/28 04:06:57 , mutex1, 1
2020/01/28 04:07:17 , mutex1, 1
2020/01/28 04:07:37 , mutex1, 1
2020/01/28 04:07:57 , mutex1, 1
2020/01/28 04:08:02 , mutex1, 1
2020/01/28 04:08:17 , mutex1, 1
2020/01/28 04:08:22 , mutex1, 1
2020/01/28 04:08:27 , mutex1, 1
