2020/01/29 04:16:37 , ia1, 1
2020/01/29 04:16:37 , ia1, 2
2020/01/29 04:16:37 , ia1, 3
2020/01/29 04:16:37 , ia1, 4
2020/01/29 04:16:37 , ia1, 5
2020/01/29 04:16:37 , ia1, 6
2020/01/29 04:16:37 , ia1, 7
2020/01/29 04:16:37 , ia1, 8
2020/01/29 04:16:37 , ia1, 9
2020/01/29 04:16:37 , ia1, 10
2020/01/29 04:16:37 , ia1, 11
2020/01/29 04:16:37 , ia1, 12
2020/01/29 04:16:37 , ia1, 13
2020/01/29 04:16:37 , ia1, 14
2020/01/29 04:16:37 , ia1, 15
2020/01/29 04:16:37 , ia1, 16
2020/01/29 04:16:37 , ia1, 17
2020/01/29 04:16:37 , ia1, 18
2020/01/29 04:16:37 , ia1, 19
2020/01/29 04:16:37 , ia1, 20
2020/01/29 04:16:37 , ia1, 21
2020/01/29 04:16:37 , ia1, 22
2020/01/29 04:16:37 , ia1, 23
2020/01/29 04:16:37 , ia1, 24
2020/01/29 04:16:37 , ia1, 25
2020/01/29 04:16:37 , ia1, 26
2020/01/29 04:16:37 , ia1, 27
2020/01/29 04:16:37 , ia1, 28
2020/01/29 04:16:37 , ia1, 29
2020/01/29 04:16:37 , ia1, 30
2020/01/29 04:16:37 , ia1, 31
2020/01/29 04:16:37 , ia1, 32
2020/01/29 04:16:37 , ia1, 33
2020/01/29 04:16:37 , ia1, 34
2020/01/29 04:16:37 , ia1, 35
2020/01/29 04:16:37 , ia1, 36
2020/01/29 04:16:37 , ia1, 37
2020/01/29 04:16:37 , ia1, 38
2020/01/29 04:16:37 , ia1, 39
2020/01/29 04:16:37 , ia1, 40
2020/01/29 04:16:37 , ia1, 41
2020/01/29 04:16:37 , ia1, 42
2020/01/29 04:16:37 , ia1, 43
2020/01/29 04:16:37 , ia1, 44
2020/01/29 04:16:37 , ia1, 45
2020/01/29 04:16:37 , ia1, 46
2020/01/29 04:16:37 , ia1, 47
2020/01/29 04:16:37 , ia1, 48
2020/01/29 04:16:37 , ia1, 49
2020/01/29 04:16:37 , ia1, 50
